workId,userId,similarity
7720.0,81284.0,0.3333333333333333
11157.0,90856.0,1.0
24910.0,54323.0,1.0
25052.0,20219.0,1.0
27301.0,98320.0,1.0
34134.0,183893.0,0.5
36168.0,36788.0,1.0
36503.0,14623.0,1.0
36896.0,18644.0,1.0
41732.0,54323.0,0.3333333333333333
43901.0,325997.0,1.0
50819.0,213442.0,0.3333333333333333
50946.0,25086.0,0.3333333333333333
52395.0,206398.0,1.0
78761.0,142344.0,0.3333333333333333
90903.0,67422.0,0.3333333333333333
94161.0,183893.0,0.5
101838.0,107234.0,0.5
109191.0,19470.0,1.0
113433.0,106590.0,0.3333333333333333
115250.0,183893.0,0.25
120090.0,110151.0,0.3333333333333333
126245.0,68833.0,1.0
131852.0,17960.0,0.3333333333333333
134184.0,100804.0,1.0
137860.0,84392.0,0.3333333333333333
139039.0,98141.0,0.3333333333333333
139111.0,47732.0,0.5
144293.0,252570.0,1.0
144996.0,78979.0,1.0
145034.0,33424.0,0.3333333333333333
145041.0,4760.0,0.5
145502.0,17412.0,0.3333333333333333
147111.0,98298.0,0.5
148425.0,91903.0,0.3333333333333333
148624.0,105709.0,0.3333333333333333
148952.0,62058.0,0.3333333333333333
149092.0,218540.0,0.25
151266.0,269408.0,0.3333333333333333
151458.0,143274.0,0.25
153434.0,101681.0,0.3333333333333333
154757.0,89877.0,0.25
155093.0,160641.0,0.5
157450.0,13212.0,0.5
158182.0,68833.0,1.0
159503.0,220461.0,0.5
162625.0,54323.0,1.0
162826.0,142968.0,0.5
163408.0,28267.0,0.5
163499.0,20608.0,1.0
163788.0,125952.0,0.3333333333333333
163906.0,52712.0,0.3333333333333333
164991.0,9200.0,0.5
165164.0,105819.0,0.3333333333333333
165453.0,114921.0,0.3333333333333333
166039.0,971.0,0.3333333333333333
167288.0,57863.0,0.4
168619.0,131576.0,0.3333333333333333
169816.0,199475.0,0.2
169960.0,363426.0,0.3333333333333333
170647.0,85631.0,0.3333333333333333
173260.0,284280.0,0.2
177191.0,50730.0,0.3333333333333333
184159.0,138361.0,0.2
184383.0,311485.0,0.3333333333333333
184461.0,195632.0,1.0
185922.0,183893.0,0.5
186634.0,23405.0,0.3333333333333333
187616.0,168969.0,0.3333333333333333
187616.0,8100.0,0.3333333333333333
188299.0,150824.0,0.5
191406.0,104287.0,0.3333333333333333
194354.0,150274.0,1.0
194655.0,116792.0,0.5
195763.0,34197.0,0.3333333333333333
196168.0,31667.0,0.3333333333333333
196757.0,301383.0,0.5
198471.0,224648.0,1.0
198972.0,90856.0,1.0
199055.0,39756.0,0.5
201152.0,363426.0,0.3333333333333333
202122.0,24070.0,0.3333333333333333
204249.0,164253.0,0.6666666666666666
204387.0,198145.0,0.4
205117.0,183893.0,0.75
205950.0,343414.0,0.25
206352.0,90856.0,1.0
206609.0,26556.0,1.0
211886.0,221806.0,0.5
213443.0,6322.0,1.0
216175.0,95476.0,0.3333333333333333
218075.0,98298.0,0.5
218138.0,90744.0,0.5
219469.0,197053.0,0.3333333333333333
219745.0,43274.0,0.3333333333333333
220414.0,29845.0,0.25
220547.0,88330.0,1.0
220558.0,5604.0,0.3333333333333333
220558.0,88538.0,0.3333333333333333
223455.0,134375.0,0.3333333333333333
225534.0,199587.0,1.0
226529.0,62058.0,0.6666666666666666
230816.0,247286.0,1.0
231336.0,212026.0,0.3333333333333333
232013.0,59995.0,0.3333333333333333
232013.0,136880.0,0.6666666666666666
232465.0,12282.0,0.25
232465.0,234686.0,0.25
232662.0,318920.0,0.2
233867.0,183308.0,0.5
234696.0,117308.0,0.6666666666666666
234861.0,176661.0,1.0
234987.0,88987.0,0.2
236269.0,47732.0,0.2
237078.0,14623.0,1.0
237433.0,1355.0,0.25
238254.0,139537.0,0.4
238392.0,363426.0,0.2
238590.0,165335.0,0.3333333333333333
241230.0,143622.0,0.25
245068.0,49208.0,0.3333333333333333
245389.0,171229.0,0.3333333333333333
250574.0,81284.0,0.3333333333333333
252239.0,104656.0,0.6666666666666666
253398.0,66439.0,0.5
254376.0,72667.0,0.3333333333333333
255794.0,36747.0,0.5
255957.0,61204.0,0.3333333333333333
255985.0,26312.0,0.3333333333333333
257561.0,5344.0,0.3333333333333333
260006.0,131576.0,0.5
260109.0,175973.0,1.0
261683.0,15182.0,0.5
262017.0,127092.0,0.3333333333333333
266547.0,19262.0,0.5
267146.0,10187.0,0.3333333333333333
271013.0,99599.0,0.5
273302.0,6322.0,1.0
273551.0,37092.0,0.5
278698.0,287496.0,1.0
278762.0,58210.0,0.3333333333333333
279898.0,53833.0,1.0
279985.0,42837.0,0.25
285135.0,82072.0,1.0
288277.0,239156.0,0.3333333333333333
288616.0,157638.0,0.5
288669.0,53833.0,1.0
290955.0,157638.0,0.5
291277.0,127092.0,0.3333333333333333
291797.0,60414.0,0.25
293673.0,6322.0,1.0
294662.0,175973.0,0.3333333333333333
297339.0,16541.0,0.3333333333333333
298743.0,183893.0,0.5
300890.0,197053.0,0.3333333333333333
305093.0,30340.0,0.25
306055.0,60022.0,1.0
307543.0,186994.0,0.25
309331.0,263733.0,0.25
309331.0,143243.0,0.25
310239.0,146556.0,0.5
312897.0,115415.0,0.3333333333333333
314111.0,62696.0,0.3333333333333333
316293.0,41576.0,0.25
